0,0,0.994221,22043.9,5.11515
100000,12832,0.985722,21980.8,6.5027
100000,12135,0.977256,21921.9,5.06599
100000,12087,0.96863,21863.5,5.1823
100000,14935,0.959947,21806.2,5.23623
100000,13057,0.951089,21748.7,5.26046
500000,70278,0.909409,21479.6,5.37331
500000,77114,0.871255,21238.3,5.28925
500000,64122,0.836046,21006.7,5.23023
